City;Month;Min. Temperature °C (°F);Max. Temperature °C (°F);Precipitation / Rainfall mm (in);avg. Sun hours (hours);Rainy days (d)
Tijuana;November;53.4;67.4;28 (1);7.8;3
Tijuana;December;48.3;62.2;53 (2);7.4;5
Tokyo;January;32.7;47.2;68 (2);7.5;5
Tokyo;February;34.3;48.7;70 (2);7.2;6
Tokyo;March;40.3;55;111 (4);7.7;9
Tokyo;April;49.6;63.5;115 (4);8.3;8
Tokyo;May;58.6;71.6;132 (5);9.1;9
Tokyo;June;65.8;76.7;161 (6);8.3;11
Tokyo;July;72.9;83.4;144 (5);8.7;9
Tokyo;August;75.1;85.7;120 (4);8.6;9
Tokyo;September;69.1;79.5;195 (7);7.5;10
Tokyo;October;58.8;69.8;207 (8);6.7;9
Tokyo;November;48;60.3;99 (3);6.7;7
Tokyo;December;37.8;51.4;60 (2);7.0;5
Toledo;January;19.7;32.5;69 (2);4.1;8
Toledo;February;21;35.5;62 (2);5.2;6
Toledo;March;29.2;45.5;74 (2);6.7;7
Toledo;April;41.4;58.7;96 (3);8.4;9
Toledo;May;53.6;70.1;99 (3);9.9;10
Toledo;June;63.2;78.7;93 (3);10.9;8
Toledo;July;67.1;82.5;87 (3);11.2;8
Toledo;August;66;80.5;86 (3);9.7;7
Toledo;September;59.9;74.7;66 (2);8.3;6
Toledo;October;48.2;62;69 (2);6.7;7
Toledo;November;36.9;49.4;73 (2);5.3;7
Toledo;December;26.3;37.4;71 (2);4.0;7
Toronto;January;19;30.4;64 (2);3.8;8
Toronto;February;18.1;31.4;54 (2);5.0;6
Toronto;March;25.4;39.1;59 (2);6.8;7
Toronto;April;36.2;50.2;80 (3);8.2;8
Toronto;May;47.4;61.8;76 (2);10.0;8
Toronto;June;58.3;71.6;81 (3);10.9;8
Toronto;July;64.9;78.1;74 (2);11.4;7
Toronto;August;64.7;77.1;69 (2);10.0;7
Toronto;September;59.2;70.9;73 (2);8.0;7
Toronto;October;47.8;58;78 (3);5.8;7
Toronto;November;36.7;46.2;69 (2);4.5;7
Toronto;December;26.8;35.9;68 (2);3.3;8
Tours;January;36.5;45.8;67 (2);3.1;9
Tours;February;35.8;47.7;56 (2);4.2;8
Tours;March;39.3;54.2;55 (2);6.0;8
Tours;April;43.8;60.1;61 (2);7.9;8
Tours;May;50.1;66.2;70 (2);8.5;9
Tours;June;56.8;73.2;52 (2);9.4;7
Tours;July;59.9;76.8;49 (1);9.8;6
Tours;August;59.6;76.7;51 (2);9.0;6
Tours;September;54.9;71.2;52 (2);7.4;6
Tours;October;50;63;71 (2);5.3;8
Tours;November;42.5;52.7;70 (2);3.7;9
Tours;December;37.4;46.9;74 (2);3.3;9
Trois;January;5.2;21.1;83 (3);4.9;9
Trois;February;8.7;25.3;67 (2);5.6;8
Trois;March;18.7;35.1;78 (3);6.9;8
Trois;April;31.8;49.2;100 (3);8.1;8
Trois;May;46.8;65;102 (4);9.6;9
Trois;June;56.8;73.1;115 (4);10.5;10
Trois;July;62.3;77.3;114 (4);10.8;10
Trois;August;61;75.4;112 (4);9.6;9
Trois;September;54;68.6;99 (3);7.6;8
Trois;October;41.9;54.3;116 (4);5.9;9
Trois;November;29.7;41;94 (3);4.7;9
Trois;December;14.3;27.6;97 (3);4.2;9
Tuba;January;70.9;82.4;137 (5);8.5;12
Tuba;February;71.1;82.5;117 (4);8.5;11
Tuba;March;69.6;80.8;106 (4);7.7;11
Tuba;April;65.4;77.1;87 (3);7.5;8
Tuba;May;59.7;71.1;114 (4);7.0;7
Tuba;June;56.1;68.5;86 (3);7.0;6
Tuba;July;54.4;67.2;82 (3);7.1;7
Tuba;August;56.2;69.7;85 (3);7.4;6
Tuba;September;59.2;71;108 (4);7.1;8
Tuba;October;62.9;73.9;117 (4);7.2;10
Tuba;November;65.3;77;106 (4);8.1;9
Tuba;December;68.7;80.7;94 (3);8.6;9
Tucson;January;39.6;65.8;31 (1);8.7;3
Tucson;February;42.1;69;29 (1);9.2;4
Tucson;March;48.2;76.8;18 (0);10.4;2
Tucson;April;55;83.9;6 (0);11.5;1
Tucson;May;63.2;91.8;3 (0);12.4;1
Tucson;June;73.6;100.8;5 (0);12.8;1
Tucson;July;77.8;99.2;37 (1);12.4;6
Tucson;August;76.2;98;38 (1);11.7;6
Tucson;September;70.8;94.4;27 (1);10.9;3
Tucson;October;59.5;85.7;15 (0);10.0;2
Tucson;November;48.4;74.6;17 (0);9.1;2
Tucson;December;39.7;64.4;33 (1);8.4;3
Utrecht;January;34.5;42.3;69 (2);3.2;9
Utrecht;February;33.9;43.7;58 (2);4.2;9
Utrecht;March;36.9;49.4;59 (2);5.4;9
Utrecht;April;42;56.9;55 (2);8.0;9
Utrecht;May;48.6;63.1;66 (2);9.0;9
Utrecht;June;53.6;68;71 (2);9.4;9
Utrecht;July;57.8;71.5;85 (3);9.6;11
Utrecht;August;57.5;70.6;83 (3);8.7;10
Utrecht;September;53.5;65.6;71 (2);6.9;9
Utrecht;October;47.8;58;67 (2);5.3;9
Utrecht;November;41.2;49.4;68 (2);3.7;10
Utrecht;December;36.1;43.4;75 (2);3.1;10
Valladolid;January;33.2;46.4;47 (1);4.1;6
Valladolid;February;33.2;49.4;35 (1);5.5;5
Valladolid;March;37.1;56.1;41 (1);7.2;6
Valladolid;April;41;61.1;53 (2);8.5;8
Valladolid;May;47.3;69.3;52 (2);10.5;7
Valladolid;June;55.3;79.8;31 (1);12.2;4
Valladolid;July;59.2;85.2;18 (0);12.7;3
Valladolid;August;59.1;84.8;15 (0);11.7;2
Valladolid;September;54.1;76.7;31 (1);10.0;4
Valladolid;October;47.5;65.8;61 (2);7.3;6
Valladolid;November;38.9;52.5;56 (2);4.8;7
Valladolid;December;34.1;47.3;50 (1);4.1;6
Valle de Bravo;January;43.5;67.6;16 (0);9.5;2
Valle de Bravo;February;44.9;70.7;11 (0);10.1;1
Valle de Bravo;March;46.9;73.6;10 (0);10.6;1
Valle de Bravo;April;50.5;77.4;8 (0);11.2;2
Valle de Bravo;May;52.7;76.6;63 (2);10.9;9
Valle de Bravo;June;53;71.1;309 (12);8.8;18
Valle de Bravo;July;51.9;69.4;397 (15);8.6;22
Valle de Bravo;August;52.1;69.5;410 (16);8.3;21
Valle de Bravo;September;52;69;377 (14);7.4;21
Valle de Bravo;October;50.8;69.2;165 (6);8.1;16
Valle de Bravo;November;47.5;68.4;37 (1);9.0;6
Valle de Bravo;December;44.5;67.6;10 (0);9.4;2
Vancouver;January;33.9;41.8;312 (12);4.0;14
Vancouver;February;33.5;43.7;200 (7);5.4;11
Vancouver;March;36;47.5;257 (10);6.1;14
Vancouver;April;40;53.8;181 (7);8.0;12
Vancouver;May;46.1;61;120 (4);9.4;9
Vancouver;June;51.8;65.9;103 (4);9.4;8
Vancouver;July;56.8;72.2;56 (2);10.3;6
Vancouver;August;57.7;72.7;75 (2);9.4;5
Vancouver;September;53.1;65.7;123 (4);7.6;8
Vancouver;October;45.7;55.6;253 (9);5.8;13
Vancouver;November;38.5;46.3;362 (14);4.2;14
Vancouver;December;33.7;40.8;309 (12);3.6;14
Vatican;January;68.6;94.8;0 (0);10.5;0
Vatican;February;73.1;99.8;0 (0);10.7;0
Vatican;March;77.7;102.1;5 (0);10.8;1
Vatican;April;80.5;100.8;30 (1);11.0;5
Vatican;May;78.8;96;74 (2);10.9;9
Vatican;June;75.5;90.9;99 (3);10.5;12
Vatican;July;72.8;86.1;196 (7);9.3;18
Vatican;August;71.6;83.9;247 (9);8.0;19
Vatican;September;72.1;85.4;161 (6);8.2;17
Vatican;October;72.8;88.3;76 (2);9.6;11
Vatican;November;71.4;94.2;5 (0);10.5;1
Vatican;December;68.7;94;0 (0);10.5;0
Venice;January;35.2;45.1;64 (2);4.8;6
Venice;February;36.3;47.9;66 (2);6.0;6
Venice;March;41.8;54.9;72 (2);7.8;6
Venice;April;49.1;62.4;89 (3);9.8;8
Venice;May;57;70.3;95 (3);11.5;7
Venice;June;64.7;77.9;78 (3);12.8;7
Venice;July;68.6;81.8;67 (2);12.8;6
Venice;August;68.7;81.5;84 (3);11.6;6
Venice;September;61.6;73.5;126 (4);9.4;8
Venice;October;54.6;65;126 (4);6.6;8
Venice;November;46;55.3;134 (5);5.1;9
Venice;December;37.2;47.1;80 (3);4.8;7
Vienna;January;26.7;37.5;39 (1);4.0;7
Vienna;February;28.3;41.7;37 (1);5.2;6
Vienna;March;33.5;50.5;52 (2);6.8;8
Vienna;April;42.2;61;51 (2);9.4;7
Vienna;May;50.8;68.2;75 (2);10.4;9
Vienna;June;57.8;75.3;79 (3);11.8;9
Vienna;July;61.6;78.8;82 (3);11.9;9
Vienna;August;60.8;78.3;72 (2);11.0;7
Vienna;September;53.5;68.9;74 (2);8.0;7
Vienna;October;45;59;50 (1);5.5;7
Vienna;November;37.6;48.5;49 (1);4.1;7
Vienna;December;29.3;39.4;43 (1);4.0;7
Vik;January;61;82.9;6 (0);9.5;1
Vik;February;65.2;88;3 (0);10.1;1
Vik;March;70.8;93.5;9 (0);10.6;1
Vik;April;76;97.6;19 (0);11.2;3
Vik;May;78.9;99;32 (1);11.4;5
Vik;June;74.3;88.2;130 (5);8.7;12
Vik;July;71.9;82.5;195 (7);6.9;16
Vik;August;71;80.9;194 (7);6.6;16
Vik;September;70.3;82.1;150 (5);7.2;12
Vik;October;67.7;83.3;100 (3);8.6;9
Vik;November;63.5;82.7;20 (0);8.9;2
Vik;December;60.3;81.9;4 (0);9.2;1
Vilnius;January;19.7;27.4;55 (2);1.6;10
Vilnius;February;20.3;29.5;48 (1);2.5;9
Vilnius;March;26.2;38.9;49 (1);5.0;9
Vilnius;April;36.2;53;50 (1);8.6;8
Vilnius;May;46.2;62.9;69 (2);10.5;9
Vilnius;June;53.1;68.6;78 (3);11.0;9
Vilnius;July;58.1;72.6;96 (3);10.5;10
Vilnius;August;56.8;70.9;85 (3);9.2;9
Vilnius;September;49.2;61.8;63 (2);6.5;8
Vilnius;October;40.1;49.5;62 (2);3.8;9
Vilnius;November;33.5;39.9;52 (2);1.8;9
Vilnius;December;26.1;32.3;57 (2);1.4;10
Viterbo;January;35;48.3;64 (2);5.3;6
Viterbo;February;35.1;50;73 (2);6.2;7
Viterbo;March;39.6;56.4;76 (2);7.3;7
Viterbo;April;45;62.8;82 (3);9.2;9
Viterbo;May;52;70.4;66 (2);10.6;7
Viterbo;June;59.6;79.7;45 (1);12.1;5
Viterbo;July;64.3;85.1;30 (1);12.3;4
Viterbo;August;65;85.3;34 (1);11.3;5
Viterbo;September;58.7;75.3;85 (3);9.1;7
Viterbo;October;52.5;67.1;121 (4);6.8;8
Viterbo;November;44.8;57.3;134 (5);5.5;9
Viterbo;December;37.7;50;88 (3);5.2;8
Vukovar;January;27.3;40.2;48 (1);4.6;7
Vukovar;February;29.1;44.6;50 (1);5.5;7
Vukovar;March;36;54.4;53 (2);7.9;7
Vukovar;April;45.2;64.4;62 (2);9.9;8
Vukovar;May;53.8;72.6;72 (2);11.0;8
Vukovar;June;60.8;79.1;80 (3);11.7;8
Vukovar;July;64.5;82.8;68 (2);12.0;7
Vukovar;August;64.6;83.4;51 (2);11.1;6
Vukovar;September;56.5;73.4;61 (2);8.8;7
Vukovar;October;47.8;64.2;54 (2);7.1;6
Vukovar;November;39.5;53.4;58 (2);5.5;6
Vukovar;December;30.3;41.8;57 (2);4.2;7
Washington;January;27.8;42.6;82 (3);6.3;7
Washington;February;29;46.2;74 (2);7.1;6
Washington;March;35.7;54.8;101 (3);7.7;7
Washington;April;46.1;66.6;86 (3);8.8;8
Washington;May;56.4;75.4;99 (3);9.4;9
Washington;June;65.2;83.4;91 (3);10.4;8
Washington;July;69.9;87.5;105 (4);10.8;9
Washington;August;69.1;85.8;89 (3);9.7;8
Washington;September;62.7;78.9;110 (4);7.9;7
Washington;October;51.3;67.5;88 (3);7.1;6
Washington;November;40.6;56.5;73 (2);6.7;6
Washington;December;32.5;46.5;90 (3);6.0;7
Wellington;January;57.6;65.5;59 (2);9.6;6
Wellington;February;57.8;66;59 (2);9.2;5
Wellington;March;56;63.9;64 (2);7.9;6
Wellington;April;52.9;59.9;79 (3);6.9;7
Wellington;May;50.4;56.6;79 (3);6.1;8
Wellington;June;47.1;53;99 (3);5.7;9
Wellington;July;45.3;51.3;92 (3);5.7;10
Wellington;August;45.5;52;91 (3);6.4;10
Wellington;September;47.5;54.1;77 (3);7.3;9
Wellington;October;49.3;56.4;88 (3);8.1;8
Wellington;November;51.7;59.2;71 (2);9.1;7
Wellington;December;55.4;62.8;68 (2);9.3;7
West;January;35.7;45.1;59 (2);3.3;8
West;February;35.5;46.1;50 (1);3.8;7
West;March;37.6;50.6;47 (1);5.0;8
West;April;41.2;56.4;54 (2);7.0;9
West;May;47.2;62;57 (2);7.6;8
West;June;52.5;67.3;60 (2);8.3;7
West;July;56.4;71.2;59 (2);8.8;8
West;August;56;70;65 (2);7.8;8
West;September;52.3;65.8;51 (2);6.1;7
West;October;47.5;58.7;60 (2);4.6;8
West;November;40.9;50.7;67 (2);3.7;8
West;December;37;45.9;61 (2);3.4;8
York;January;34.7;43.7;60 (2);3.5;9
York;February;34.1;45;50 (1);4.2;8
York;March;35.8;48.9;51 (2);5.1;8
York;April;39;53.7;63 (2);6.8;9
York;May;44.6;58.8;60 (2);8.2;9
York;June;49.8;63.7;77 (3);8.0;9
York;July;53.8;67.8;70 (2);8.5;9
York;August;53.6;66.9;74 (2);7.5;9
York;September;50.1;63.1;61 (2);6.0;8
York;October;45.5;56.4;64 (2);4.6;9
York;November;39.3;48.7;63 (2);3.9;9
York;December;35.2;44;62 (2);3.5;8
Yosemite;January;22.3;40.9;200 (7);6.8;8
Yosemite;February;21.6;39.5;190 (7);6.8;8
Yosemite;March;24.4;43.1;160 (6);8.0;8
Yosemite;April;26.8;47;91 (3);8.9;7
Yosemite;May;33.6;56.6;68 (2);10.6;7
Yosemite;June;43.2;68.7;31 (1);12.4;4
Yosemite;July;51;76.7;29 (1);12.7;4
Yosemite;August;49.9;75.5;18 (0);11.9;3
Yosemite;September;45.4;70.4;23 (0);10.6;3
Yosemite;October;37;60;55 (2);9.0;4
Yosemite;November;27.2;48.2;92 (3);7.6;5
Yosemite;December;21.5;39.9;170 (6);6.4;7
Zagreb;January;27;39.7;54 (2);4.3;6
Zagreb;February;28.5;43.7;59 (2);5.4;6
Zagreb;March;34.7;53.4;63 (2);7.3;7
Zagreb;April;43.3;62.6;73 (2);9.4;8
Zagreb;May;51.2;70.1;89 (3);10.6;9
Zagreb;June;59;77.4;86 (3);11.6;9
Zagreb;July;62.9;81.3;78 (3);11.8;8
Zagreb;August;62.7;81.1;80 (3);10.5;7
Zagreb;September;54.4;70.7;98 (3);8.0;8
Zagreb;October;46.3;61.7;81 (3);5.8;7
Zagreb;November;38.5;51.3;85 (3);4.5;7
Zagreb;December;29.8;41.5;71 (2);4.1;8
Zeeland;January;33.9;42;72 (2);3.1;10
Zeeland;February;33.5;43.9;61 (2);4.1;9
Zeeland;March;36.5;50;61 (2);5.5;9
Zeeland;April;41.5;58;53 (2);8.0;9
Zeeland;May;48.7;64.5;65 (2);9.1;9
Zeeland;June;54;69.8;72 (2);9.5;9
Zeeland;July;58;72.9;84 (3);9.8;11
Zeeland;August;57.4;71.9;82 (3);8.7;10
Zeeland;September;53.1;66.5;68 (2);6.9;8
Zeeland;October;47.6;58.5;68 (2);5.2;9
Zeeland;November;40.7;49.4;69 (2);3.7;9
Zeeland;December;35.6;43.1;77 (3);2.9;10
